,G,Date,season_end,Type,TEAM,Opponent,Conf,Tm,Opp,Won,OT,W,L,Streak,Arena,game_id,link
2335,18,2018-01-09,2018,REG,Penn State,Indiana,Big Ten,70,74,False,,12,6,L 1,Assembly Hall,286,https://www.sports-reference.com/cbb/boxscores/2018-01-09-18-indiana.html
2336,19,2018-01-12,2018,REG,Penn State,Nebraska,Big Ten,76,74,True,OT,13,6,W 1,Bryce Jordan Center,2092,https://www.sports-reference.com/cbb/boxscores/2018-01-12-19-penn-state.html
2337,20,2018-01-15,2018,REG,Penn State,Minnesota,Big Ten,84,95,False,OT,13,7,L 1,Bryce Jordan Center,2093,https://www.sports-reference.com/cbb/boxscores/2018-01-15-19-penn-state.html
2338,21,2018-01-20,2018,REG,Penn State,Northwestern,Big Ten,61,70,False,,13,8,L 2,Allstate Arena,2094,https://www.sports-reference.com/cbb/boxscores/2018-01-20-14-northwestern.html
2339,22,2018-01-25,2018,REG,Penn State,Ohio State,Big Ten,82,79,True,,14,8,W 1,Value City Arena,1791,https://www.sports-reference.com/cbb/boxscores/2018-01-25-20-ohio-state.html
2340,23,2018-01-27,2018,REG,Penn State,Rutgers,Big Ten,60,43,True,,15,8,W 2,Bryce Jordan Center,2095,https://www.sports-reference.com/cbb/boxscores/2018-01-27-16-penn-state.html
2341,24,2018-01-31,2018,REG,Penn State,Michigan State,Big Ten,68,76,False,,15,9,L 1,Breslin Events Center,1447,https://www.sports-reference.com/cbb/boxscores/2018-01-31-18-michigan-state.html
2342,25,2018-02-03,2018,REG,Penn State,Iowa,Big Ten,82,58,True,,16,9,W 1,Bryce Jordan Center,2096,https://www.sports-reference.com/cbb/boxscores/2018-02-03-18-penn-state.html
2343,26,2018-02-07,2018,REG,Penn State,Maryland,Big Ten,74,70,True,,17,9,W 2,Bryce Jordan Center,685,https://www.sports-reference.com/cbb/boxscores/2018-02-07-18-penn-state.html
2344,27,2018-02-11,2018,REG,Penn State,Illinois,Big Ten,74,52,True,,18,9,W 3,State Farm Center,2097,https://www.sports-reference.com/cbb/boxscores/2018-02-11-19-illinois.html
2345,28,2018-02-15,2018,REG,Penn State,Ohio State,Big Ten,79,56,True,,19,9,W 4,Bryce Jordan Center,1795,https://www.sports-reference.com/cbb/boxscores/2018-02-15-20-penn-state.html
2346,29,2018-02-18,2018,REG,Penn State,Purdue,Big Ten,73,76,False,,19,10,L 1,Mackey Arena,2098,https://www.sports-reference.com/cbb/boxscores/2018-02-18-20-purdue.html
2347,30,2018-02-21,2018,REG,Penn State,Michigan,Big Ten,63,72,False,,19,11,L 2,Bryce Jordan Center,1075,https://www.sports-reference.com/cbb/boxscores/2018-02-21-19-penn-state.html
2348,31,2018-02-25,2018,REG,Penn State,Nebraska,Big Ten,64,76,False,,19,12,L 3,Pinnacle Bank Arena,2099,https://www.sports-reference.com/cbb/boxscores/2018-02-25-17-nebraska.html
2349,32,2018-03-01,2018,CTOURN,Penn State,Northwestern,Big Ten,65,57,True,,20,12,W 1,Madison Square Garden (IV),2100,https://www.sports-reference.com/cbb/boxscores/2018-03-01-18-penn-state.html
2350,33,2018-03-02,2018,CTOURN,Penn State,Ohio State,Big Ten,69,68,True,,21,12,W 2,Madison Square Garden (IV),1797,https://www.sports-reference.com/cbb/boxscores/2018-03-02-18-ohio-state.html
2351,34,2018-03-03,2018,CTOURN,Penn State,Purdue,Big Ten,70,78,False,,21,13,L 1,Madison Square Garden (IV),2101,https://www.sports-reference.com/cbb/boxscores/2018-03-03-16-purdue.html
2352,35,2018-03-14,2018,NIT,Penn State,Temple,AAC,63,57,True,,22,13,W 1,Bryce Jordan Center,2102,https://www.sports-reference.com/cbb/boxscores/2018-03-14-20-penn-state.html
2353,36,2018-03-17,2018,NIT,Penn State,Notre Dame,ACC,73,63,True,,23,13,W 2,Purcell Pavilion at the Joyce Center,2103,https://www.sports-reference.com/cbb/boxscores/2018-03-17-12-notre-dame.html
2354,37,2018-03-20,2018,NIT,Penn State,Marquette,Big East,85,80,True,,24,13,W 3,Al McGuire Center,2104,https://www.sports-reference.com/cbb/boxscores/2018-03-20-19-marquette.html
2355,38,2018-03-27,2018,NIT,Penn State,Mississippi State,SEC,75,60,True,,25,13,W 4,Madison Square Garden (IV),2105,https://www.sports-reference.com/cbb/boxscores/2018-03-27-21-mississippi-state.html
2356,39,2018-03-29,2018,NIT,Penn State,Utah,Pac-12,82,66,True,,26,13,W 5,Madison Square Garden (IV),2106,https://www.sports-reference.com/cbb/boxscores/2018-03-29-19-utah.html
2357,1,2018-11-09,2019,REG,Penn State,North Florida,A-Sun,87,72,True,,1,0,W 1,Bryce Jordan Center,2107,https://www.sports-reference.com/cbb/boxscores/2018-11-09-19-penn-state.html
2358,2,2018-11-12,2019,REG,Penn State,Jacksonville State,OVC,76,61,True,,2,0,W 2,Bryce Jordan Center,2108,https://www.sports-reference.com/cbb/boxscores/2018-11-12-19-penn-state.html
2359,3,2018-11-15,2019,REG,Penn State,DePaul,Big East,70,72,False,OT,2,1,L 1,Wintrust Arena,2109,https://www.sports-reference.com/cbb/boxscores/2018-11-15-21-depaul.html
2360,4,2018-11-20,2019,REG,Penn State,Wright State,Horizon,77,59,True,,3,1,W 1,Hard Rock Hotel Riviera Maya,2110,https://www.sports-reference.com/cbb/boxscores/2018-11-20-20-penn-state.html
2361,5,2018-11-21,2019,REG,Penn State,Bradley,MVC,56,59,False,,3,2,L 1,Hard Rock Hotel Riviera Maya,2111,https://www.sports-reference.com/cbb/boxscores/2018-11-21-20-bradley.html
2362,6,2018-11-27,2019,REG,Penn State,Virginia Tech,ACC,63,62,True,,4,2,W 1,Bryce Jordan Center,2112,https://www.sports-reference.com/cbb/boxscores/2018-11-27-19-penn-state.html
2363,7,2018-12-01,2019,REG,Penn State,Maryland,Big Ten,59,66,False,,4,3,L 1,Xfinity Center,699,https://www.sports-reference.com/cbb/boxscores/2018-12-01-17-maryland.html
2364,8,2018-12-04,2019,REG,Penn State,Indiana,Big Ten,62,64,False,,4,4,L 2,Bryce Jordan Center,309,https://www.sports-reference.com/cbb/boxscores/2018-12-04-19-penn-state.html
2365,9,2018-12-08,2019,REG,Penn State,Colgate,Patriot,76,65,True,,5,4,W 1,Bryce Jordan Center,2113,https://www.sports-reference.com/cbb/boxscores/2018-12-08-14-penn-state.html
2366,10,2018-12-15,2019,REG,Penn State,North Carolina State,ACC,78,89,False,,5,5,L 1,Boardwalk Hall,2114,https://www.sports-reference.com/cbb/boxscores/2018-12-15-14-penn-state.html
2367,11,2018-12-19,2019,REG,Penn State,Duquesne,A-10,73,67,True,,6,5,W 1,CONSOL Energy Center,2115,https://www.sports-reference.com/cbb/boxscores/2018-12-19-19-duquesne.html
2368,12,2018-12-21,2019,REG,Penn State,Alabama,SEC,64,73,False,,6,6,L 1,Coleman Coliseum,2116,https://www.sports-reference.com/cbb/boxscores/2018-12-21-21-alabama.html
2369,13,2018-12-29,2019,REG,Penn State,Maryland-Baltimore County,AEC,74,52,True,,7,6,W 1,Bryce Jordan Center,2117,https://www.sports-reference.com/cbb/boxscores/2018-12-29-13-penn-state.html
2370,14,2019-01-03,2019,REG,Penn State,Michigan,Big Ten,55,68,False,,7,7,L 1,Crisler Arena,1099,https://www.sports-reference.com/cbb/boxscores/2019-01-03-19-michigan.html
2371,15,2019-01-06,2019,REG,Penn State,Wisconsin,Big Ten,52,71,False,,7,8,L 2,Bryce Jordan Center,2118,https://www.sports-reference.com/cbb/boxscores/2019-01-06-19-penn-state.html
2372,16,2019-01-10,2019,REG,Penn State,Nebraska,Big Ten,64,70,False,,7,9,L 3,Pinnacle Bank Arena,2119,https://www.sports-reference.com/cbb/boxscores/2019-01-10-21-nebraska.html
2373,17,2019-01-13,2019,REG,Penn State,Michigan State,Big Ten,56,71,False,,7,10,L 4,Bryce Jordan Center,1473,https://www.sports-reference.com/cbb/boxscores/2019-01-13-16-penn-state.html
2374,18,2019-01-16,2019,REG,Penn State,Iowa,Big Ten,82,89,False,,7,11,L 5,Bryce Jordan Center,2120,https://www.sports-reference.com/cbb/boxscores/2019-01-16-19-penn-state.html
2375,19,2019-01-19,2019,REG,Penn State,Minnesota,Big Ten,64,65,False,,7,12,L 6,Williams Arena,2121,https://www.sports-reference.com/cbb/boxscores/2019-01-19-20-minnesota.html
2376,20,2019-01-26,2019,REG,Penn State,Rutgers,Big Ten,60,64,False,,7,13,L 7,Bryce Jordan Center,2122,https://www.sports-reference.com/cbb/boxscores/2019-01-26-16-penn-state.html
2377,21,2019-01-31,2019,REG,Penn State,Purdue,Big Ten,90,99,False,OT,7,14,L 8,Bryce Jordan Center,2123,https://www.sports-reference.com/cbb/boxscores/2019-01-31-19-penn-state.html
2378,22,2019-02-04,2019,REG,Penn State,Northwestern,Big Ten,59,52,True,,8,14,W 1,Welsh-Ryan Arena,2124,https://www.sports-reference.com/cbb/boxscores/2019-02-04-20-northwestern.html
2379,23,2019-02-07,2019,REG,Penn State,Ohio State,Big Ten,70,74,False,,8,15,L 1,Value City Arena,1818,https://www.sports-reference.com/cbb/boxscores/2019-02-07-19-ohio-state.html
2380,24,2019-02-12,2019,REG,Penn State,Michigan,Big Ten,75,69,True,,9,15,W 1,Bryce Jordan Center,1108,https://www.sports-reference.com/cbb/boxscores/2019-02-12-20-penn-state.html
2381,25,2019-02-16,2019,REG,Penn State,Purdue,Big Ten,64,76,False,,9,16,L 1,Mackey Arena,2125,https://www.sports-reference.com/cbb/boxscores/2019-02-16-16-purdue.html
2382,26,2019-02-19,2019,REG,Penn State,Nebraska,Big Ten,95,71,True,,10,16,W 1,Bryce Jordan Center,2126,https://www.sports-reference.com/cbb/boxscores/2019-02-19-19-penn-state.html
2383,27,2019-02-23,2019,REG,Penn State,Illinois,Big Ten,83,76,True,,11,16,W 2,State Farm Center,2127,https://www.sports-reference.com/cbb/boxscores/2019-02-23-12-illinois.html
2384,28,2019-02-27,2019,REG,Penn State,Maryland,Big Ten,78,61,True,,12,16,W 3,Bryce Jordan Center,719,https://www.sports-reference.com/cbb/boxscores/2019-02-27-18-penn-state.html
2385,29,2019-03-02,2019,REG,Penn State,Wisconsin,Big Ten,57,61,False,,12,17,L 1,Kohl Center,2128,https://www.sports-reference.com/cbb/boxscores/2019-03-02-13-wisconsin.html
2386,30,2019-03-06,2019,REG,Penn State,Rutgers,Big Ten,66,65,True,,13,17,W 1,Louis Brown Athletic Center,2129,https://www.sports-reference.com/cbb/boxscores/2019-03-06-19-rutgers.html
2387,31,2019-03-10,2019,REG,Penn State,Illinois,Big Ten,72,56,True,,14,17,W 2,Bryce Jordan Center,2130,https://www.sports-reference.com/cbb/boxscores/2019-03-10-12-penn-state.html
2388,32,2019-03-14,2019,CTOURN,Penn State,Minnesota,Big Ten,72,77,False,OT,14,18,L 1,United Center,2131,https://www.sports-reference.com/cbb/boxscores/2019-03-14-19-minnesota.html
2389,1,2019-11-05,2020,REG,Penn State,Maryland-Eastern Shore,MEAC,84,46,True,,1,0,W 1,Bryce Jordan Center,2132,https://www.sports-reference.com/cbb/boxscores/2019-11-05-19-penn-state.html
2390,2,2019-11-09,2020,REG,Penn State,Wagner,NEC,91,64,True,,2,0,W 2,Bryce Jordan Center,2133,https://www.sports-reference.com/cbb/boxscores/2019-11-09-16-penn-state.html
2391,3,2019-11-14,2020,REG,Penn State,Georgetown,Big East,81,66,True,,3,0,W 3,Capital One Arena,2134,https://www.sports-reference.com/cbb/boxscores/2019-11-14-18-georgetown.html
2392,4,2019-11-19,2020,REG,Penn State,Bucknell,Patriot,98,70,True,,4,0,W 4,Bryce Jordan Center,2135,https://www.sports-reference.com/cbb/boxscores/2019-11-19-18-penn-state.html
2393,5,2019-11-23,2020,REG,Penn State,Yale,Ivy,58,56,True,,5,0,W 5,Bryce Jordan Center,2136,https://www.sports-reference.com/cbb/boxscores/2019-11-23-16-penn-state.html
2394,6,2019-11-27,2020,REG,Penn State,Mississippi,SEC,72,74,False,,5,1,L 1,Barclays Center,2137,https://www.sports-reference.com/cbb/boxscores/2019-11-27-17-penn-state.html
2395,7,2019-11-29,2020,REG,Penn State,Syracuse,ACC,85,64,True,,6,1,W 1,Barclays Center,2138,https://www.sports-reference.com/cbb/boxscores/2019-11-29-19-syracuse.html
2396,8,2019-12-04,2020,REG,Penn State,Wake Forest,ACC,76,54,True,,7,1,W 2,Bryce Jordan Center,2139,https://www.sports-reference.com/cbb/boxscores/2019-12-04-21-penn-state.html
2397,9,2019-12-07,2020,REG,Penn State,Ohio State,Big Ten,74,106,False,,7,2,L 1,Value City Arena,1835,https://www.sports-reference.com/cbb/boxscores/2019-12-07-12-ohio-state.html
2398,10,2019-12-10,2020,REG,Penn State,Maryland,Big Ten,76,69,True,,8,2,W 1,Bryce Jordan Center,735,https://www.sports-reference.com/cbb/boxscores/2019-12-10-19-penn-state.html
2399,11,2019-12-14,2020,REG,Penn State,Alabama,SEC,73,71,True,,9,2,W 2,Bryce Jordan Center,2140,https://www.sports-reference.com/cbb/boxscores/2019-12-14-14-penn-state.html
2400,12,2019-12-20,2020,REG,Penn State,Central Connecticut State,NEC,87,58,True,,10,2,W 3,Bryce Jordan Center,2141,https://www.sports-reference.com/cbb/boxscores/2019-12-20-18-penn-state.html
2401,13,2019-12-29,2020,REG,Penn State,Cornell,Ivy,90,59,True,,11,2,W 4,Bryce Jordan Center,2142,https://www.sports-reference.com/cbb/boxscores/2019-12-29-12-penn-state.html
2402,14,2020-01-04,2020,REG,Penn State,Iowa,Big Ten,89,86,True,,12,2,W 5,The Palestra,2143,https://www.sports-reference.com/cbb/boxscores/2020-01-04-14-penn-state.html
2403,15,2020-01-07,2020,REG,Penn State,Rutgers,Big Ten,61,72,False,,12,3,L 1,Rutgers Athletic Center,2144,https://www.sports-reference.com/cbb/boxscores/2020-01-07-19-rutgers.html
2404,16,2020-01-11,2020,REG,Penn State,Wisconsin,Big Ten,49,58,False,,12,4,L 2,Bryce Jordan Center,2145,https://www.sports-reference.com/cbb/boxscores/2020-01-11-14-penn-state.html
2405,17,2020-01-15,2020,REG,Penn State,Minnesota,Big Ten,69,75,False,,12,5,L 3,Williams Arena,2146,https://www.sports-reference.com/cbb/boxscores/2020-01-15-21-minnesota.html
2406,18,2020-01-18,2020,REG,Penn State,Ohio State,Big Ten,90,76,True,,13,5,W 1,Bryce Jordan Center,1842,https://www.sports-reference.com/cbb/boxscores/2020-01-18-12-penn-state.html
2407,19,2020-01-22,2020,REG,Penn State,Michigan,Big Ten,72,63,True,,14,5,W 2,Crisler Arena,1136,https://www.sports-reference.com/cbb/boxscores/2020-01-22-19-michigan.html
2408,20,2020-01-29,2020,REG,Penn State,Indiana,Big Ten,64,49,True,,15,5,W 3,Bryce Jordan Center,356,https://www.sports-reference.com/cbb/boxscores/2020-01-29-20-penn-state.html
2409,21,2020-02-01,2020,REG,Penn State,Nebraska,Big Ten,76,64,True,,16,5,W 4,Pinnacle Bank Arena,2147,https://www.sports-reference.com/cbb/boxscores/2020-02-01-19-nebraska.html
2410,22,2020-02-04,2020,REG,Penn State,Michigan State,Big Ten,75,70,True,,17,5,W 5,Breslin Events Center,1510,https://www.sports-reference.com/cbb/boxscores/2020-02-04-20-michigan-state.html
2411,23,2020-02-08,2020,REG,Penn State,Minnesota,Big Ten,83,77,True,,18,5,W 6,Bryce Jordan Center,2148,https://www.sports-reference.com/cbb/boxscores/2020-02-08-16-penn-state.html
2412,24,2020-02-11,2020,REG,Penn State,Purdue,Big Ten,88,76,True,,19,5,W 7,Mackey Arena,2149,https://www.sports-reference.com/cbb/boxscores/2020-02-11-18-purdue.html
2413,25,2020-02-15,2020,REG,Penn State,Northwestern,Big Ten,77,61,True,,20,5,W 8,Bryce Jordan Center,2150,https://www.sports-reference.com/cbb/boxscores/2020-02-15-12-penn-state.html
2414,26,2020-02-18,2020,REG,Penn State,Illinois,Big Ten,56,62,False,,20,6,L 1,Bryce Jordan Center,2151,https://www.sports-reference.com/cbb/boxscores/2020-02-18-18-penn-state.html
2415,27,2020-02-23,2020,REG,Penn State,Indiana,Big Ten,60,68,False,,20,7,L 2,Assembly Hall,362,https://www.sports-reference.com/cbb/boxscores/2020-02-23-12-indiana.html
2416,28,2020-02-26,2020,REG,Penn State,Rutgers,Big Ten,65,64,True,,21,7,W 1,Bryce Jordan Center,2152,https://www.sports-reference.com/cbb/boxscores/2020-02-26-19-penn-state.html
2417,29,2020-02-29,2020,REG,Penn State,Iowa,Big Ten,68,77,False,,21,8,L 1,Carver-Hawkeye Arena,2153,https://www.sports-reference.com/cbb/boxscores/2020-02-29-12-iowa.html
2418,30,2020-03-03,2020,REG,Penn State,Michigan State,Big Ten,71,79,False,,21,9,L 2,Bryce Jordan Center,1514,https://www.sports-reference.com/cbb/boxscores/2020-03-03-19-penn-state.html
2419,31,2020-03-07,2020,REG,Penn State,Northwestern,Big Ten,69,80,False,,21,10,L 3,Welsh-Ryan Arena,2154,https://www.sports-reference.com/cbb/boxscores/2020-03-07-16-northwestern.html
2420,1,2020-11-28,2021,REG,Penn State,Virginia Military Institute,Southern,86,65,True,,1,0,W 1,Bryce Jordan Center,2155,https://www.sports-reference.com/cbb/boxscores/2020-11-28-13-penn-state.html
2421,2,2020-12-02,2021,REG,Penn State,Virginia Commonwealth,A-10,72,69,True,,2,0,W 2,Bryce Jordan Center,2156,https://www.sports-reference.com/cbb/boxscores/2020-12-02-17-penn-state.html
2422,3,2020-12-06,2021,REG,Penn State,Seton Hall,Big East,92,98,False,OT,2,1,L 1,Bryce Jordan Center,2157,https://www.sports-reference.com/cbb/boxscores/2020-12-06-20-penn-state.html
2423,4,2020-12-08,2021,REG,Penn State,Virginia Tech,ACC,75,55,True,,3,1,W 1,Cassell Coliseum,2158,https://www.sports-reference.com/cbb/boxscores/2020-12-08-21-virginia-tech.html
2424,5,2020-12-13,2021,REG,Penn State,Michigan,Big Ten,58,62,False,,3,2,L 1,Crisler Arena,1153,https://www.sports-reference.com/cbb/boxscores/2020-12-13-14-michigan.html
2425,6,2020-12-23,2021,REG,Penn State,Illinois,Big Ten,81,98,False,,3,3,L 2,Bryce Jordan Center,2159,https://www.sports-reference.com/cbb/boxscores/2020-12-23-18-penn-state.html
2426,7,2020-12-30,2021,REG,Penn State,Indiana,Big Ten,85,87,False,OT,3,4,L 3,Assembly Hall,377,https://www.sports-reference.com/cbb/boxscores/2020-12-30-20-indiana.html
2427,8,2021-01-17,2021,REG,Penn State,Purdue,Big Ten,72,80,False,,3,5,L 4,Mackey Arena,2160,https://www.sports-reference.com/cbb/boxscores/2021-01-17-13-purdue.html
2428,9,2021-01-19,2021,REG,Penn State,Illinois,Big Ten,65,79,False,,3,6,L 5,State Farm Center,2161,https://www.sports-reference.com/cbb/boxscores/2021-01-19-20-illinois.html
2429,10,2021-01-21,2021,REG,Penn State,Rutgers,Big Ten,75,67,True,,4,6,W 1,Bryce Jordan Center,2162,https://www.sports-reference.com/cbb/boxscores/2021-01-21-19-penn-state.html
2430,11,2021-01-23,2021,REG,Penn State,Northwestern,Big Ten,81,78,True,,5,6,W 2,Bryce Jordan Center,2163,https://www.sports-reference.com/cbb/boxscores/2021-01-23-19-penn-state.html
2431,12,2021-01-27,2021,REG,Penn State,Ohio State,Big Ten,79,83,False,,5,7,L 1,Value City Arena,1867,https://www.sports-reference.com/cbb/boxscores/2021-01-27-19-ohio-state.html
2432,13,2021-01-30,2021,REG,Penn State,Wisconsin,Big Ten,81,71,True,,6,7,W 1,Bryce Jordan Center,2164,https://www.sports-reference.com/cbb/boxscores/2021-01-30-15-penn-state.html
2433,14,2021-02-02,2021,REG,Penn State,Wisconsin,Big Ten,56,72,False,,6,8,L 1,Kohl Center,2165,https://www.sports-reference.com/cbb/boxscores/2021-02-02-20-wisconsin.html
2434,15,2021-02-05,2021,REG,Penn State,Maryland,Big Ten,55,50,True,,7,8,W 1,Bryce Jordan Center,771,https://www.sports-reference.com/cbb/boxscores/2021-02-05-19-penn-state.html
2435,16,2021-02-09,2021,REG,Penn State,Michigan State,Big Ten,58,60,False,,7,9,L 1,Breslin Events Center,1532,https://www.sports-reference.com/cbb/boxscores/2021-02-09-19-michigan-state.html
2436,17,2021-02-14,2021,REG,Penn State,Nebraska,Big Ten,61,62,False,,7,10,L 2,Bryce Jordan Center,2166,https://www.sports-reference.com/cbb/boxscores/2021-02-14-15-penn-state.html
2437,18,2021-02-18,2021,REG,Penn State,Ohio State,Big Ten,82,92,False,,7,11,L 3,Bryce Jordan Center,1869,https://www.sports-reference.com/cbb/boxscores/2021-02-18-20-penn-state.html
2438,19,2021-02-21,2021,REG,Penn State,Iowa,Big Ten,68,74,False,,7,12,L 4,Carver-Hawkeye Arena,2167,https://www.sports-reference.com/cbb/boxscores/2021-02-21-17-iowa.html
2439,20,2021-02-23,2021,REG,Penn State,Nebraska,Big Ten,86,83,True,,8,12,W 1,Pinnacle Bank Arena,2168,https://www.sports-reference.com/cbb/boxscores/2021-02-23-20-nebraska.html
2440,21,2021-02-26,2021,REG,Penn State,Purdue,Big Ten,52,73,False,,8,13,L 1,Bryce Jordan Center,2169,https://www.sports-reference.com/cbb/boxscores/2021-02-26-19-penn-state.html
2441,22,2021-03-03,2021,REG,Penn State,Minnesota,Big Ten,84,65,True,,9,13,W 1,Bryce Jordan Center,2170,https://www.sports-reference.com/cbb/boxscores/2021-03-03-19-penn-state.html
2442,23,2021-03-07,2021,REG,Penn State,Maryland,Big Ten,66,61,True,,10,13,W 2,Xfinity Center,779,https://www.sports-reference.com/cbb/boxscores/2021-03-07-19-maryland.html
2443,24,2021-03-10,2021,CTOURN,Penn State,Nebraska,Big Ten,72,66,True,,11,13,W 3,Lucas Oil Stadium,2171,https://www.sports-reference.com/cbb/boxscores/2021-03-10-21-penn-state.html
2444,25,2021-03-11,2021,CTOURN,Penn State,Wisconsin,Big Ten,74,75,False,,11,14,L 1,Lucas Oil Stadium,2172,https://www.sports-reference.com/cbb/boxscores/2021-03-11-21-wisconsin.html
2445,1,2009-11-14,2010,REG,Rutgers,Marist,MAAC,74,67,True,,1,0,W 1,Louis Brown Athletic Center,2173,https://www.sports-reference.com/cbb/boxscores/2009-11-14-rutgers.html
2446,2,2009-11-20,2010,REG,Rutgers,Drexel,CAA,58,56,True,,2,0,W 2,Louis Brown Athletic Center,2174,https://www.sports-reference.com/cbb/boxscores/2009-11-20-rutgers.html
2447,3,2009-11-22,2010,REG,Rutgers,Vermont,AEC,71,77,False,,2,1,L 1,Louis Brown Athletic Center,2175,https://www.sports-reference.com/cbb/boxscores/2009-11-22-rutgers.html
